Geo Point,Geo Shape,Batch_ID,TargetStartDate,TargetDeliveryDate,OperationalArea,DNO,Status,days_outstanding,rag_status,PVC Date,days_since_pvc_date
"51.431102684654114, -0.1824051728021035","{""coordinates"": [[[-0.189159019125778, 51.424012757467324], [-0.188981372388055, 51.428506299052316], [-0.188803679682229, 51.43299983672953], [-0.195992642381895, 51.43311069979294], [-0.195815608337618, 51.43760425128844], [-0.188625940992605, 51.43749337049899], [-0.188448156303481, 51.441986900360604], [-0.181257830146272, 51.44187556104387], [-0.181436319647121, 51.43738204898216], [-0.174246744483247, 51.43727028674455], [-0.174425892416396, 51.432776788638286], [-0.167237068214261, 51.43266460362368], [-0.167416874215634, 51.42817111953634], [-0.174604994001718, 51.42828328661731], [-0.174784049255032, 51.42378978068158], [-0.181971511123235, 51.42390148932931], [-0.182149815992316, 51.419407961622575], [-0.189336619911085, 51.41951921197461], [-0.189159019125778, 51.424012757467324]]], ""type"": ""Polygon""}",SW-0003,2026-03-02,2026-05-06,South West,LPN,In Progress,38,In progress and on target,,
"51.45637478853078, -0.18428010707325088","{""coordinates"": [[[-0.195107013829883, 51.45557841822661], [-0.194929750542004, 51.4600719502001], [-0.187736557237699, 51.459960980728454], [-0.187558542315294, 51.464454491050624], [-0.180364689366079, 51.46434306268227], [-0.180543410011543, 51.45984957017739], [-0.173350309045925, 51.459737718553484], [-0.173529688955747, 51.455244240021415], [-0.173709022438538, 51.450750757574454], [-0.180900712536742, 51.45086257343336], [-0.188092448863892, 51.4509739483603], [-0.195284231237719, 51.45108488234868], [-0.195107013829883, 51.45557841822661]]], ""type"": ""Polygon""}",SW-0004,2026-06-15,2026-08-13,South West,LPN,Planned,137,Not yet started,,
"51.40974645825693, -0.23645554416278552","{""coordinates"": [[[-0.254533424772642, 51.40701951382403], [-0.254362294293873, 51.41151322785689], [-0.247176491390754, 51.41140597604869], [-0.247004612783363, 51.415899669058234], [-0.239818150487982, 51.41579195967631], [-0.239645523388367, 51.42028563158549], [-0.232458401731131, 51.42017746449226], [-0.232631732841094, 51.41568380987337], [-0.225445360024523, 51.415575219655786], [-0.225619350117434, 51.41108157850696], [-0.21843372611087, 51.41097256530867], [-0.218608374823169, 51.40647893769345], [-0.2257932952136, 51.4065879334676], [-0.225967195328369, 51.40209428453775], [-0.233151457250436, 51.40220282269386], [-0.240335763956958, 51.402310920646215], [-0.2475201152663, 51.40241857838842], [-0.247348325546679, 51.40691227915876], [-0.254533424772642, 51.40701951382403]]], ""type"": ""Polygon""}",SW-0007,2026-02-23,2026-04-28,South West,LPN,In Progress,30,In progress and on target,,
"51.40826688571593, -0.18858247142164777","{""coordinates"": [[[-0.197053885357231, 51.40614930883004], [-0.196877125889245, 51.41064288375111], [-0.196700320697575, 51.41513645476798], [-0.189514174759655, 51.41502566257415], [-0.182328074742828, 51.41491443000467], [-0.175142020828867, 51.414802757066106], [-0.175320937180989, 51.41030923938637], [-0.1754998072643, 51.40581571779206], [-0.182684453951075, 51.4059273550354], [-0.182862574440255, 51.4014338116841], [-0.190046563841633, 51.40154499092683], [-0.197230599117131, 51.40165573000476], [-0.204414680085157, 51.40176602891135], [-0.204238669713312, 51.40625962536817], [-0.197053885357231, 51.40614930883004]]], ""type"": ""Polygon""}",SW-0009,2026-06-22,2026-08-20,South West,LPN,Planned,144,Not yet started,,
"51.44620014597198, -0.23299476497698732","{""coordinates"": [[[-0.246144552443219, 51.438368075899284], [-0.245972406808214, 51.44286174562606], [-0.245800216615403, 51.44735541147233], [-0.238608822319034, 51.44724758148016], [-0.238435882253073, 51.4517412262024], [-0.238262897416535, 51.45623486704071], [-0.238089867794124, 51.4607285039951], [-0.230896401851552, 51.46062018113737], [-0.231070137123495, 51.45612656150368], [-0.223877421798739, 51.45601781491855], [-0.224051817554224, 51.451524208785294], [-0.216859852816496, 51.45141503861672], [-0.217034908690846, 51.44692144604754], [-0.217209919263163, 51.442427849584284], [-0.217384884548916, 51.437934249226934], [-0.224574734071093, 51.43804336704143], [-0.224400473674991, 51.44253698484672], [-0.231591073191234, 51.44264567927878], [-0.238781717629706, 51.44275393287404], [-0.238954568200373, 51.43826028038403], [-0.239127374046308, 51.433766624010126], [-0.246316653535634, 51.433874402292], [-0.253505977552375, 51.43398173986501], [-0.253334581228689, 51.43847543063531], [-0.246144552443219, 51.438368075899284]]], ""type"": ""Polygon""}",SW-0011,2026-06-29,2026-08-28,South West,LPN,Planned,152,Not yet started,,
"51.45682814790576, -0.10029549745266143","{""coordinates"": [[[-0.115992212117347, 51.45433369481961], [-0.115807188584869, 51.458827027742274], [-0.10861451217047, 51.45871120676464], [-0.108428735174119, 51.46320451722222], [-0.101235401298007, 51.46308823664716], [-0.094042115704732, 51.462971515003254], [-0.086848878576657, 51.46285435229745], [-0.087036772160723, 51.45836109782753], [-0.08722461711388, 51.453867839399635], [-0.094416443398838, 51.45398496464316], [-0.094603534589513, 51.44949168353173], [-0.101794704141849, 51.449608349198925], [-0.10898592192757, 51.449724574008506], [-0.108800241082813, 51.45421789236006], [-0.115992212117347, 51.45433369481961]]], ""type"": ""Polygon""}",SW-0013,2026-07-06,2026-09-07,South West,LPN,Planned,162,Not yet started,,
"51.4907396706401, -0.1433016418982049","{""coordinates"": [[[-0.150499494193432, 51.490853378592995], [-0.150317621434427, 51.49534677164493], [-0.143119057076426, 51.49523301034066], [-0.135920540019971, 51.49511880743309], [-0.136103826606034, 51.49062545084052], [-0.13628706572397, 51.48613209031509], [-0.143484169152321, 51.486246256696326], [-0.150681319849882, 51.48635998161535], [-0.150499494193432, 51.490853378592995]]], ""type"": ""Polygon""}",CE-0012,2026-07-13,2026-09-14,Central,LPN,Planned,169,Not yet started,,
"51.4373680916262, -0.10949756597536925","{""coordinates"": [[[-0.10272591110055, 51.42714179110799], [-0.102539766076762, 51.431635110627056], [-0.109728164958913, 51.431751261133506], [-0.109542676220433, 51.436244595272505], [-0.116731827557422, 51.43636032369592], [-0.123921026714409, 51.43647561145914], [-0.12373689929273, 51.44096897858818], [-0.123552724216828, 51.4454623417776], [-0.116362115542659, 51.4453470171443], [-0.109171554721157, 51.44523125171004], [-0.109357139479978, 51.440737925464695], [-0.102167331510161, 51.44062173781393], [-0.102353572885448, 51.436128426195715], [-0.095164517734466, 51.43601181647243], [-0.095351415362169, 51.431518519544454], [-0.095538264640416, 51.42702521866246], [-0.10272591110055, 51.42714179110799]]], ""type"": ""Polygon""}",SW-0015,2026-07-13,2026-09-14,South West,LPN,Planned,169,Not yet started,,
"51.469853075404735, -0.2585053064315596","{""coordinates"": [[[-0.266693926808742, 51.46565108577469], [-0.273888320840687, 51.46575721991563], [-0.273718731901528, 51.47025093468222], [-0.273549099043503, 51.47474464558156], [-0.273379422251599, 51.47923835261364], [-0.26618290940045, 51.479132167537585], [-0.266353292648065, 51.4746384774872], [-0.2591575303692, 51.47453186803098], [-0.258986440680956, 51.47902554102918], [-0.251790016275838, 51.4789184730947], [-0.251961812389565, 51.47442481721923], [-0.244766138891811, 51.474317325058266], [-0.244938596751321, 51.46982368249542], [-0.237743674130461, 51.46971576625202], [-0.237916793370536, 51.46522213706554], [-0.2451110099616, 51.465330036051945], [-0.252305271186669, 51.465437493836504], [-0.252476933900438, 51.46094382632929], [-0.259670533699274, 51.461050825793], [-0.266864177751947, 51.461157384112596], [-0.266693926808742, 51.46565108577469]]], ""type"": ""Polygon""}",SW-0016,2026-07-13,2026-09-14,South West,LPN,Planned,169,Not yet started,,
"51.49682279329865, -0.10199456397236475","{""coordinates"": [[[-0.100115491528684, 51.49004790487431], [-0.10731306251125, 51.490164297078486], [-0.107126948466384, 51.49465757990595], [-0.114325274488288, 51.4947735491586], [-0.114139819250705, 51.49926684658947], [-0.106940786205855, 51.4991508587861], [-0.099741801393188, 51.49903442934312], [-0.099554883711186, 51.50352768565103], [-0.092355240140807, 51.50341079587985], [-0.09254286499557, 51.49891755826739], [-0.092730441252452, 51.494424316700204], [-0.099928670660169, 51.494541169084194], [-0.100115491528684, 51.49004790487431]]], ""type"": ""Polygon""}",SW-0017,2026-02-23,2026-04-28,South West,LPN,In Progress,30,In progress and on target,,
"51.427055852956066, 0.059756922335296295","{""coordinates"": [[[0.041017627554311, 51.424726655433936], [0.041217854461793, 51.42921958885217], [0.0484052036308, 51.42909418773209], [0.055592500813422, 51.428968346186416], [0.055794187696695, 51.43346123541438], [0.055995926765891, 51.43795412060866], [0.063184580080023, 51.43782779826548], [0.062982136770093, 51.433334933262856], [0.070170033475724, 51.43320819063035], [0.069966938492477, 51.42871534184807], [0.077154078625416, 51.42858817907039], [0.076950332332394, 51.424095346570915], [0.06976389604084, 51.42422248902428], [0.069560906102891, 51.41972963215904], [0.062375120975249, 51.419856314029445], [0.055189283533424, 51.41998255562971], [0.048003393959042, 51.42010835695239], [0.048204272810612, 51.424601274357045], [0.041017627554311, 51.424726655433936]]], ""type"": ""Polygon""}",SE-0045,2026-07-27,2026-09-29,South East,LPN,Planned,184,Not yet started,,
"51.48741829254657, -0.21905660469285926","{""coordinates"": [[[-0.229853045025596, 51.48758181730488], [-0.229678994545241, 51.49207540972685], [-0.222480629035487, 51.49196652391728], [-0.215282308800013, 51.49185719650209], [-0.208084034021683, 51.49174742748781], [-0.208260205193095, 51.48725388752238], [-0.208436330740141, 51.48276034365925], [-0.215633191938267, 51.48287007756485], [-0.222830098562462, 51.48297937001242], [-0.230027050429988, 51.48308822099547], [-0.229853045025596, 51.48758181730488]]], ""type"": ""Polygon""}",NW-0040,2026-08-03,2026-10-07,North West,LPN,Planned,192,Not yet started,,
"51.54538665136703, -0.0930040136963563","{""coordinates"": [[[-0.097870443162026, 51.5439668146207], [-0.105076508107285, 51.544083430476746], [-0.104889814384351, 51.54857666593387], [-0.097683040417652, 51.54846003141639], [-0.097495589075653, 51.55295324426066], [-0.090288154518261, 51.552836148597855], [-0.090476315048609, 51.54834295448936], [-0.083269638460768, 51.548225435159765], [-0.083458459198042, 51.54373225589894], [-0.083647230987365, 51.53923907267934], [-0.090852489782487, 51.53935655440707], [-0.098057797325415, 51.53947359387357], [-0.097870443162026, 51.5439668146207]]], ""type"": ""Polygon""}",NW-0041,2026-08-03,2026-10-07,North West,LPN,Planned,192,Not yet started,,
"51.53281162166534, -0.15436959690082536","{""coordinates"": [[[-0.163269535933487, 51.53152026217557], [-0.170473903445758, 51.53163284261872], [-0.170293731843321, 51.5361262545934], [-0.163088655713177, 51.536013656135744], [-0.155883626480202, 51.53590061541912], [-0.1557019905775, 51.54039398737163], [-0.155520307578106, 51.54488735540162], [-0.148313907703988, 51.54477383611039], [-0.148496299655995, 51.540280486243326], [-0.141290656014698, 51.54016654279886], [-0.141473709439471, 51.53567320723584], [-0.141656715416839, 51.53117986774321], [-0.148860941735665, 51.53129377473109], [-0.149043191895691, 51.52680041308598], [-0.149225394824074, 51.52230704751488], [-0.156428251769344, 51.522420476026895], [-0.163631155746892, 51.52253346249862], [-0.163450369272711, 51.52702686429652], [-0.163269535933487, 51.53152026217557]]], ""type"": ""Polygon""}",NW-0042,2026-08-10,2026-10-14,North West,LPN,Planned,199,Not yet started,,
"51.452559989036466, -0.14575050222009014","{""coordinates"": [[[-0.15950647900258, 51.446032352691226], [-0.159325781657996, 51.45052580308732], [-0.159145037537741, 51.45501924956151], [-0.151952781925107, 51.45490609285459], [-0.151771285536108, 51.45939951731133], [-0.14457837143641, 51.45928590146274], [-0.137385504509094, 51.45917184457476], [-0.137568411804068, 51.45467845652039], [-0.130376297660239, 51.454563976906606], [-0.130559862863168, 51.45007060322291], [-0.137751271760514, 51.45018506453345], [-0.137934084394602, 51.445691668613975], [-0.145124835533913, 51.44580567080345], [-0.144942727980251, 51.4502990849522], [-0.152134231340154, 51.4504126644724], [-0.152315633797294, 51.445919232164776], [-0.15950647900258, 51.446032352691226]]], ""type"": ""Polygon""}",SW-0019,2026-08-10,2026-10-14,South West,LPN,Planned,199,Not yet started,,
"51.544437855859385, -0.24006665420179585","{""coordinates"": [[[-0.249207726389702, 51.54632284594602], [-0.249035216493278, 51.55081643978342], [-0.248862661855502, 51.55531002974332], [-0.241654244967901, 51.555202227588566], [-0.241827509130442, 51.550708654879266], [-0.234619846692693, 51.550600427431725], [-0.234793775255849, 51.546106868159455], [-0.227586867237112, 51.54599821556369], [-0.227761459833557, 51.541504669792396], [-0.227936007168566, 51.53701112013344], [-0.235141497117675, 51.53711973796213], [-0.242347032129248, 51.53722791346606], [-0.249552612019776, 51.53733564663878], [-0.249380191560096, 51.541829248231124], [-0.249207726389702, 51.54632284594602]]], ""type"": ""Polygon""}",NW-0043,2026-08-17,2026-10-22,North West,LPN,Planned,207,Not yet started,,
"51.49840127511852, -0.20216310994730602","{""coordinates"": [[[-0.2079078172103, 51.49624096355549], [-0.215106799052986, 51.49635075012929], [-0.214931243833295, 51.50084429986218], [-0.207731554743337, 51.500734495725446], [-0.207555246605174, 51.505228023997624], [-0.200354895771813, 51.50511776049022], [-0.193154590808342, 51.505007055185075], [-0.193332313760077, 51.5005135622574], [-0.193509990674673, 51.496020065425], [-0.193687621567872, 51.491526564687966], [-0.200885804883353, 51.4916372168809], [-0.208084034021683, 51.49174742748781], [-0.2079078172103, 51.49624096355549]]], ""type"": ""Polygon""}",NW-0044,2026-08-17,2026-10-22,North West,LPN,Planned,207,Not yet started,,
"51.4417787826166, -0.19924767070456295","{""coordinates"": [[[-0.210195080297872, 51.43782469065895], [-0.21001941013793, 51.44231827349794], [-0.209843694509252, 51.44681185243942], [-0.202652525811955, 51.44670181794351], [-0.202476059475951, 51.45119537539191], [-0.195284231237719, 51.45108488234868], [-0.188092448863892, 51.4509739483603], [-0.188270325599149, 51.44648042631439], [-0.181079294448072, 51.4463690691943], [-0.181257830146272, 51.44187556104387], [-0.188448156303481, 51.441986900360604], [-0.188625940992605, 51.43749337049899], [-0.195815608337618, 51.43760425128844], [-0.195992642381895, 51.43311069979294], [-0.203181650883364, 51.433221122192776], [-0.2103707050046, 51.43333110392249], [-0.217559804563564, 51.43344064497555], [-0.217384884548916, 51.437934249226934], [-0.210195080297872, 51.43782469065895]]], ""type"": ""Polygon""}",SW-0022,2026-09-01,2026-11-04,South West,LPN,Planned,220,Not yet started,,
"51.39673904117599, -0.14150331591844098","{""coordinates"": [[[-0.154488806395072, 51.39199773830166], [-0.154307966184306, 51.396491217711926], [-0.161491067161381, 51.39660413949812], [-0.161310883296663, 51.401097633033004], [-0.161130652831557, 51.405591122646335], [-0.153946145448847, 51.40547816475728], [-0.14676168486407, 51.405364766666295], [-0.146580000848219, 51.40985821617435], [-0.139394883799766, 51.40974435969091], [-0.13220981392855, 51.409630062948786], [-0.125024791416226, 51.40951532595468], [-0.125208585713398, 51.405021931249266], [-0.125392332486271, 51.40052853260451], [-0.118208764122433, 51.40041339217782], [-0.118393166418878, 51.39592000799466], [-0.125576031751053, 51.39603513002045], [-0.125759683523941, 51.39154172349714], [-0.125943287821127, 51.387048313034605], [-0.133124795093832, 51.3871629583754], [-0.140306349644744, 51.38727716381546], [-0.140488501458987, 51.38278371284407], [-0.147669400570935, 51.382897460197114], [-0.154850346582397, 51.38301076770613], [-0.162031339312069, 51.38312363536445], [-0.161851295153204, 51.387617140663814], [-0.154669599855789, 51.38750425496639], [-0.154488806395072, 51.39199773830166]]], ""type"": ""Polygon""}",SW-0024,2026-04-13,2026-06-15,South West,LPN,Planned,78,Not yet started,,
"51.41130675013258, -0.16719232389947372","{""coordinates"": [[[-0.1754998072643, 51.40581571779206], [-0.175320937180989, 51.41030923938637], [-0.175142020828867, 51.414802757066106], [-0.174963058192146, 51.41929627083119], [-0.167776346692401, 51.419184139607], [-0.160589681674897, 51.419071567956685], [-0.160770052036583, 51.414578090108215], [-0.153584137521767, 51.41446509610219], [-0.153765164892242, 51.40997163239231], [-0.160950375750166, 51.41008460833809], [-0.161130652831557, 51.405591122646335], [-0.168315206830583, 51.40570364032683], [-0.168494733986196, 51.401210132730554], [-0.175678631094583, 51.401322192283146], [-0.1754998072643, 51.40581571779206]]], ""type"": ""Polygon""}",SW-0025,2026-09-07,2026-11-10,South West,LPN,Planned,226,Not yet started,,
"51.54593539386718, -0.20235105183487778","{""coordinates"": [[[-0.213173187214162, 51.545779582999536], [-0.212997130766922, 51.55027308989367], [-0.212821028659872, 51.554766592893266], [-0.205612838312212, 51.55465657773278], [-0.205789649866438, 51.550163092337456], [-0.198582214809464, 51.55005265227035], [-0.198759689768019, 51.54555918064859], [-0.191553009970263, 51.54544831581944], [-0.18434637636751, 51.54533700856332], [-0.184525223395775, 51.540843568588365], [-0.191731147965891, 51.540954858035015], [-0.198937118715194, 51.54106570512537], [-0.206143135460152, 51.54117610985283], [-0.213349198017229, 51.54128607221085], [-0.213173187214162, 51.545779582999536]]], ""type"": ""Polygon""}",NW-0047,2026-03-23,2026-05-27,North West,LPN,In Progress,59,In progress and on target,,
"51.468335249474805, 0.10611968215371016","{""coordinates"": [[[0.100157678236825, 51.45965333251504], [0.100363962523313, 51.4641460711581], [0.093171344230955, 51.46427471952535], [0.093376976496747, 51.46876747468157], [0.093582662002682, 51.47326022578362], [0.100776691327026, 51.47313153626983], [0.100983135880755, 51.47762426273836], [0.108177817535595, 51.47749511149857], [0.115372445549093, 51.47736551911973], [0.115164589471307, 51.47287283402102], [0.122358457926611, 51.472742821301345], [0.122149950101948, 51.46825015292278], [0.114956787198819, 51.46838014485599], [0.11474903871325, 51.46388745162468], [0.107556527411477, 51.464016981855316], [0.107349537900573, 51.459524263849886], [0.107142601957728, 51.45503154178238], [0.099951447336265, 51.45516058981399], [0.100157678236825, 51.45965333251504]]], ""type"": ""Polygon""}",SE-0047,2026-09-14,2026-11-17,South East,LPN,Planned,233,Not yet started,,
"51.48795222315853, -0.15661892378660808","{""coordinates"": [[[-0.157878517633925, 51.48647326506537], [-0.165075762321717, 51.48658610703969], [-0.172273053730515, 51.48669850753162], [-0.172093348386904, 51.49119195865866], [-0.164895350191162, 51.491079540187464], [-0.157697398732402, 51.49096668016335], [-0.157516232911122, 51.49546009133917], [-0.150317621434427, 51.49534677164493], [-0.150499494193432, 51.490853378592995], [-0.150681319849882, 51.48635998161535], [-0.143484169152321, 51.486246256696326], [-0.143666654278416, 51.481752873980305], [-0.150863098419879, 51.481866580712015], [-0.15805958963173, 51.481979846045256], [-0.157878517633925, 51.48647326506537]]], ""type"": ""Polygon""}",NW-0048,2026-09-21,2026-11-23,North West,LPN,Planned,239,Not yet started,,
"51.45664977844095, -0.017835201928757257","{""coordinates"": [[[-0.029885209177296, 51.448421855084966], [-0.02969177225581, 51.4529149651315], [-0.029498285262463, 51.457408071190365], [-0.022306197887126, 51.45728695860987], [-0.022111955443888, 51.4617800413143], [-0.021917662712288, 51.466273120027196], [-0.014724214738393, 51.46615152764788], [-0.007530817252409, 51.466029494214105], [-0.007726521018815, 51.46153645445344], [-0.014919212996017, 51.461658468375894], [-0.015114160783006, 51.45716540510855], [-0.007922174132316, 51.45704341069358], [-0.008117776610212, 51.45255036293462], [-0.008313328469793, 51.448057311176576], [-0.01550390501401, 51.448179266588], [-0.015309058116593, 51.452672337845904], [-0.022500390059177, 51.45279387191391], [-0.022694531977208, 51.448300781226514], [-0.029885209177296, 51.448421855084966]]], ""type"": ""Polygon""}",SE-0048,2026-09-21,2026-11-23,South East,LPN,Planned,239,Not yet started,,
"51.551412485189, 0.10257699446408539","{""coordinates"": [[[0.096880885628951, 51.54514369198891], [0.097087479007853, 51.549636374158545], [0.097294125955684, 51.55412905227265], [0.090087310877215, 51.55425767047701], [0.082880442394899, 51.55438584632015], [0.083085724710949, 51.558878561470486], [0.09029330231194, 51.558750365116765], [0.097500826490791, 51.558621726331126], [0.097707580631529, 51.56311439633388], [0.097914388396264, 51.567607062280864], [0.105123277684108, 51.56747793975492], [0.104915760470257, 51.562985294467985], [0.104708297063979, 51.558492645121206], [0.104500887446848, 51.5539999917147], [0.104293531600443, 51.54950733424851], [0.111499530440686, 51.5493778520632], [0.118705475345202, 51.54924792761036], [0.118496755876011, 51.5447553075842], [0.118288090507363, 51.54026268349037], [0.111083562776178, 51.54039256637704], [0.103878981146185, 51.54052200713742], [0.096674345800639, 51.54065100576381], [0.096880885628951, 51.54514369198891]]], ""type"": ""Polygon""}",NE-0069,2026-09-28,2026-11-30,North East,LPN,Planned,246,Not yet started,,
"51.51090287201301, -0.05961661526205495","{""coordinates"": [[[-0.063557153833752, 51.50293881990147], [-0.063366651108693, 51.50743197805731], [-0.070566806412256, 51.50755065355329], [-0.070376961795934, 51.51204382672464], [-0.070187067982739, 51.51653699593013], [-0.062985497552688, 51.51641828246034], [-0.055783976519454, 51.51629912711055], [-0.048582505066103, 51.516179529887815], [-0.0487745217928, 51.51168641786035], [-0.048966488773599, 51.50719330185583], [-0.056166545168159, 51.50731286082246], [-0.056357755165119, 51.502819721718495], [-0.063557153833752, 51.50293881990147]]], ""type"": ""Polygon""}",NE-0070,2026-03-02,2026-05-06,North East,LPN,In Progress,38,In progress and on target,,
"51.526382648109696, -0.024976832977929526","{""coordinates"": [[[-0.040995484859549, 51.525045664510564], [-0.033792697392372, 51.52492514500985], [-0.033599115036479, 51.529418206611716], [-0.033405482500076, 51.53391126422877], [-0.026201328775149, 51.533790264025534], [-0.026395669613725, 51.529297225765276], [-0.019192274554736, 51.529175802862675], [-0.011988930042732, 51.52905393791118], [-0.004785636260922, 51.52893163091799], [-0.004982050988945, 51.524438647151825], [-0.012184636703698, 51.52456093458018], [-0.019387273131287, 51.52468278003745], [-0.026589960088563, 51.52480418351643], [-0.0267842002169, 51.52031113727905], [-0.033986229584927, 51.52043207942328], [-0.04118830909916, 51.52055257964537], [-0.040995484859549, 51.525045664510564]]], ""type"": ""Polygon""}",NE-0071,2026-10-05,2026-12-04,North East,LPN,Planned,250,Not yet started,,
"51.42697739222368, -0.08198465386911562","{""coordinates"": [[[-0.095538264640416, 51.42702521866246], [-0.095351415362169, 51.431518519544454], [-0.088163112997059, 51.431401487892636], [-0.087975510949476, 51.43589476610958], [-0.08078655271246, 51.4357772751141], [-0.073597643205393, 51.43565934349292], [-0.066408782610244, 51.43554097125308], [-0.066598497817807, 51.43104774959125], [-0.06678816394828, 51.426554523960704], [-0.073975615985353, 51.42667285836018], [-0.07416452904923, 51.42217960984628], [-0.074353393251275, 51.41768635736749], [-0.081539486302802, 51.4178042136039], [-0.088725628017798, 51.41792162949589], [-0.095911818214538, 51.41803860503655], [-0.095725065585709, 51.42253191382648], [-0.095538264640416, 51.42702521866246]]], ""type"": ""Polygon""}",SW-0031,2026-10-12,2026-12-11,South West,LPN,Planned,257,Not yet started,,
"51.45818475305136, -0.07624806649640263","{""coordinates"": [[[-0.080221340913692, 51.44925702965225], [-0.080032839443253, 51.453750273241965], [-0.08722461711388, 51.453867839399635], [-0.087036772160723, 51.45836109782753], [-0.086848878576657, 51.46285435229745], [-0.079655690096136, 51.46273674853667], [-0.079467042186109, 51.46722998024154], [-0.072273196873739, 51.46711191655529], [-0.072462550445515, 51.46261870372792], [-0.065269459807136, 51.46250021787815], [-0.065459469829373, 51.45800702002967], [-0.06564943067387, 51.45351381821218], [-0.072841110569178, 51.45363226617715], [-0.073030317154537, 51.449139041453876], [-0.080221340913692, 51.44925702965225]]], ""type"": ""Polygon""}",SW-0032,2026-10-12,2026-12-11,South West,LPN,Planned,257,Not yet started,,
"51.476708666539956, -0.06346844849977953","{""coordinates"": [[[-0.064889292162227, 51.47148660166793], [-0.072083794273004, 51.47160512541725], [-0.071894342626555, 51.47609833031378], [-0.079089599809691, 51.47621643176615], [-0.078900805309903, 51.48070965158577], [-0.071704841917627, 51.48059153124483], [-0.064508927604631, 51.480472969581115], [-0.057313062553495, 51.48035396660162], [-0.05011724694679, 51.48023452231343], [-0.050308866182258, 51.475741378470964], [-0.050500435807718, 51.47124823065184], [-0.057694839279649, 51.471367636743786], [-0.057503975630325, 51.47586080365916], [-0.064699134505927, 51.475979787609106], [-0.064889292162227, 51.47148660166793]]], ""type"": ""Polygon""}",SW-0033,2026-10-12,2026-12-11,South West,LPN,Planned,257,Not yet started,,
"51.43150672452454, -0.12951970835403126","{""coordinates"": [[[-0.131660257052134, 51.42311027846356], [-0.131476976633495, 51.427603675763415], [-0.138664862030407, 51.42771804561138], [-0.138482238524251, 51.43221145726065], [-0.145670875514996, 51.432325404783704], [-0.1454889092852, 51.436818830719176], [-0.138299567760323, 51.43670486497754], [-0.131110273509384, 51.43659045855528], [-0.123921026714409, 51.43647561145914], [-0.116731827557422, 51.43636032369592], [-0.116916611826684, 51.43186697105693], [-0.117101348292299, 51.42737361447479], [-0.12428913866016, 51.42748886538228], [-0.124473123216742, 51.42299548643457], [-0.131660257052134, 51.42311027846356]]], ""type"": ""Polygon""}",SW-0034,2026-10-19,2026-12-18,South West,LPN,Planned,264,Not yet started,,
"51.46117950794613, -0.16969434562976618","{""coordinates"": [[[-0.173350309045925, 51.459737718553484], [-0.180543410011543, 51.45984957017739], [-0.180364689366079, 51.46434306268227], [-0.180185922444297, 51.46883655127571], [-0.172991409881732, 51.46872466387284], [-0.17317088269321, 51.46423119317062], [-0.165977122479136, 51.46411888252235], [-0.158783408906292, 51.4640061307441], [-0.158964246625835, 51.45951269211378], [-0.159145037537741, 51.45501924956151], [-0.166337339942057, 51.45513196528602], [-0.173529688955747, 51.455244240021415], [-0.173350309045925, 51.459737718553484]]], ""type"": ""Polygon""}",SW-0036,2026-10-19,2026-12-18,South West,LPN,Planned,264,Not yet started,,
"51.547557974003986, -0.06217897249704632","{""coordinates"": [[[-0.062031748922955, 51.53888397399876], [-0.06184085082056, 51.54337710039707], [-0.069046671025964, 51.54349592787755], [-0.068856432362851, 51.54798906932078], [-0.076063010837671, 51.54810747343457], [-0.075873431980818, 51.55260062985942], [-0.068666144367967, 51.552482206797784], [-0.068475807024412, 51.556975340308526], [-0.061267859455547, 51.55685645577238], [-0.061458906103813, 51.552363341283915], [-0.061649903219831, 51.547870222825466], [-0.054443423592128, 51.54775093395568], [-0.047236993663252, 51.54763120271855], [-0.047429359088293, 51.54313811853182], [-0.054635080113522, 51.54325783061279], [-0.054826686953133, 51.53876472329624], [-0.062031748922955, 51.53888397399876]]], ""type"": ""Polygon""}",NE-0074,2026-10-26,2026-12-24,North East,LPN,Planned,270,Not yet started,,
