Geo Point,Geo Shape,Batch_ID,TargetStartDate,TargetDeliveryDate,OperationalArea,DNO,Status,days_outstanding,rag_status,PVC Date,days_since_pvc_date
"51.419046682912835, -0.20733267046986562","{""coordinates"": [[[-0.218084293135385, 51.41995980885735], [-0.217909508841356, 51.42445342479073], [-0.210721818120469, 51.42434391875726], [-0.203534172806301, 51.42423397218784], [-0.203357934646917, 51.42872754914074], [-0.196169630624401, 51.42861714439314], [-0.196346573080767, 51.424123585089035], [-0.19652346976662, 51.419630021880636], [-0.196700320697575, 51.41513645476798], [-0.203886512374811, 51.41524680657958], [-0.204062613815041, 51.41075321792426], [-0.211248147282827, 51.41086311177894], [-0.21843372611087, 51.41097256530867], [-0.218259032220081, 51.41546618902999], [-0.218084293135385, 51.41995980885735]]], ""type"": ""Polygon""}",SW-0028,2026-02-16,2026-04-21,South West,LPN,In Progress,23,In progress and on target,,
"51.52773772664128, 0.021192461120753573","{""coordinates"": [[[0.009422967569505, 51.52419274641101], [0.009620798379317, 51.5286856908357], [0.009818680468874, 51.53317863125264], [0.017022529158706, 51.53305497839764], [0.017221170926586, 51.53754789502238], [0.024425676499246, 51.53742378022933], [0.024226326367969, 51.5329308834596], [0.031430071913431, 51.53280634644588], [0.031230065283437, 51.52831346558229], [0.031030110482696, 51.523820580699294], [0.030830207493474, 51.519327691796924], [0.023628585886054, 51.51945216905718], [0.016426912667845, 51.51957620445352], [0.016625400046948, 51.524069133113144], [0.009422967569505, 51.52419274641101]]], ""type"": ""Polygon""}",NE-0072,2026-10-05,2026-12-04,North East,LPN,Planned,250,Not yet started,,
"51.474024806859155, 0.0002936598023188479","{""coordinates"": [[[-0.000533879694547, 51.461413999554175], [-0.000337470436667, 51.465907019733145], [-0.007530817252409, 51.466029494214105], [-0.007335062815791, 51.47052252997557], [-0.007139257691645, 51.475015561737735], [-0.014334066742241, 51.47513763420554], [-0.0141389169692, 51.479630681491116], [-0.013943716656493, 51.4841237247811], [-0.006747495311472, 51.48400161326396], [0.000448675293998, 51.483879060417806], [0.007644794977345, 51.48375606624996], [0.007447476001306, 51.47926308175108], [0.007250208112457, 51.47477009324514], [0.014444864501081, 51.474646697234924], [0.014246941860621, 51.47015372445219], [0.014049070454813, 51.46566074765866], [0.006855825526511, 51.46578410421223], [0.006658710794528, 51.46129110368539], [-0.000533879694547, 51.461413999554175]]], ""type"": ""Polygon""}",SE-0049,2026-10-05,2026-12-04,South East,LPN,Planned,250,Not yet started,,
"51.426020955139315, 0.1107512959109876","{""coordinates"": [[[0.105695548728097, 51.423582373579514], [0.098509324308058, 51.423711277288895], [0.091323046647662, 51.42383974069564], [0.091528200569443, 51.42833253233569], [0.091733407568013, 51.432825319922294], [0.098921092984614, 51.43269681544129], [0.099127057228818, 51.43718957843122], [0.106315393501253, 51.43706061289361], [0.113503676296971, 51.4369312068502], [0.113296303805934, 51.43243848515744], [0.120483828847135, 51.432308659369895], [0.120275806082055, 51.42781595436146], [0.127462573405415, 51.42768570897398], [0.127253900729714, 51.42319302071218], [0.127045282020845, 51.418700328376836], [0.1268367172604, 51.41420763196804], [0.119652060534854, 51.41433781491918], [0.112467350060742, 51.414467557731165], [0.112674508100783, 51.418960295685835], [0.105489040671958, 51.41908961901857], [0.105695548728097, 51.423582373579514]]], ""type"": ""Polygon""}",SE-0050,2026-10-05,2026-12-04,South East,LPN,Planned,250,Not yet started,,
"51.491087238459116, -0.11807865413588911","{""coordinates"": [[[-0.122077606102969, 51.48140910546191], [-0.121893001405768, 51.48590243319305], [-0.121708348891252, 51.490395756984164], [-0.128906063923178, 51.490510824671915], [-0.128722070447907, 51.49500416292901], [-0.121523648543069, 51.49488907683524], [-0.121338900344861, 51.49938239274626], [-0.114139819250705, 51.49926684658947], [-0.114325274488288, 51.4947735491586], [-0.107126948466384, 51.49465757990595], [-0.10731306251125, 51.490164297078486], [-0.114510681693024, 51.49028024778406], [-0.114696040881333, 51.48578694246588], [-0.114881352069631, 51.48129363320406], [-0.122077606102969, 51.48140910546191]]], ""type"": ""Polygon""}",SW-0029,2026-10-05,2026-12-04,South West,LPN,Planned,250,Not yet started,,
"51.43257111095067, -0.16124639304651242","{""coordinates"": [[[-0.167596633703057, 51.423677631530765], [-0.167416874215634, 51.42817111953634], [-0.167237068214261, 51.43266460362368], [-0.167057215683056, 51.43715808379279], [-0.166877316606132, 51.44165156004359], [-0.159687129587463, 51.441538898373274], [-0.159867733428612, 51.43704544013351], [-0.152678297901977, 51.436932355773415], [-0.152859559581567, 51.4324389116897], [-0.15304077436734, 51.427945463680686], [-0.16022880094353, 51.42805851188857], [-0.160409264649189, 51.423565041883464], [-0.167596633703057, 51.423677631530765]]], ""type"": ""Polygon""}",SW-0040,2026-11-02,2027-01-05,South West,LPN,Planned,282,Not yet started,,
"51.53657283249724, -0.1133193391360026","{""coordinates"": [[[-0.119859190192637, 51.53532877818751], [-0.119674010606772, 51.539822058636254], [-0.119488783006868, 51.54431533514457], [-0.112282621450066, 51.54419960398701], [-0.112468557920993, 51.5397063459951], [-0.105263153432727, 51.539590191071895], [-0.105449750377245, 51.535096947719346], [-0.105636298957401, 51.53060370041912], [-0.112840286286888, 51.53071981817911], [-0.1200443217809, 51.530835493798364], [-0.119859190192637, 51.53532877818751]]], ""type"": ""Polygon""}",NW-0051,2026-11-16,2027-01-20,North West,LPN,Planned,297,Not yet started,,
"51.47341339265362, -0.14940531648644081","{""coordinates"": [[[-0.151589742157111, 51.46389293784258], [-0.151408151772058, 51.46838635444829], [-0.158602524363115, 51.46849956545245], [-0.158421592980303, 51.47299299623877], [-0.158240614741847, 51.477486423103066], [-0.15805958963173, 51.481979846045256], [-0.150863098419879, 51.481866580712015], [-0.143666654278416, 51.481752873980305], [-0.143849092151488, 51.47725948733506], [-0.144031482787685, 51.472766096760665], [-0.136836498431249, 51.472651985142114], [-0.137019547838871, 51.468158608885645], [-0.14421382620315, 51.46827270225711], [-0.144396122414016, 51.46377930382446], [-0.151589742157111, 51.46389293784258]]], ""type"": ""Polygon""}",SW-0043,2026-11-23,2027-01-28,South West,LPN,Planned,305,Not yet started,,
"51.42639516996888, -0.21886074668255734","{""coordinates"": [[[-0.225445360024523, 51.415575219655786], [-0.225271324919511, 51.420068856914085], [-0.232458401731131, 51.42017746449226], [-0.23228502577558, 51.42467111522399], [-0.239472851625049, 51.42477929961086], [-0.23930013518278, 51.42927296375241], [-0.232111604959133, 51.4291647620685], [-0.224923119611727, 51.42905611975894], [-0.224748949378208, 51.43354974534549], [-0.224574734071093, 51.43804336704143], [-0.217384884548916, 51.437934249226934], [-0.217559804563564, 51.43344064497555], [-0.2103707050046, 51.43333110392249], [-0.203181650883364, 51.433221122192776], [-0.195992642381895, 51.43311069979294], [-0.196169630624401, 51.42861714439314], [-0.203357934646917, 51.42872754914074], [-0.203534172806301, 51.42423397218784], [-0.210721818120469, 51.42434391875726], [-0.217909508841356, 51.42445342479073], [-0.218084293135385, 51.41995980885735], [-0.218259032220081, 51.41546618902999], [-0.21843372611087, 51.41097256530867], [-0.225619350117434, 51.41108157850696], [-0.225445360024523, 51.415575219655786]]], ""type"": ""Polygon""}",SW-0045,2026-11-30,2027-02-04,South West,LPN,Planned,312,Not yet started,,
"51.47770012367354, 0.07146335407845597","{""coordinates"": [[[0.064603151048931, 51.46927774022447], [0.064806013945051, 51.47377057292351], [0.05761172015233, 51.47389705694183], [0.057813929697543, 51.478389905829765], [0.065008929370106, 51.47826340158428], [0.065211897342051, 51.482756226206725], [0.058016191607213, 51.48288275068334], [0.058218505899238, 51.48737559150245], [0.065414917878849, 51.48724904679076], [0.072611277275608, 51.487122060753514], [0.07240755051201, 51.48262926047505], [0.079603150934599, 51.482501853495805], [0.079398770892049, 51.47800906954694], [0.086593612376586, 51.47788124177017], [0.08638857941997, 51.473388474213465], [0.086183599539355, 51.46889570260657], [0.078990169524065, 51.469023489510434], [0.079194443761229, 51.4735162815518], [0.072000255208805, 51.473643647790986], [0.071796686633159, 51.46915083538556], [0.064603151048931, 51.46927774022447]]], ""type"": ""Polygon""}",SE-0057,2026-12-14,2027-02-18,South East,LPN,Planned,326,Not yet started,,
"51.46493676976026, 0.19533166570528862","{""coordinates"": [[[0.19321688919517, 51.44895611313368], [0.193432228466982, 51.45344858622233], [0.193647623472754, 51.4579410551996], [0.186456418644475, 51.45807541364191], [0.186671164402516, 51.462567899989594], [0.179479198983537, 51.462701839071926], [0.179693295129719, 51.467194342727964], [0.186885965750504, 51.46706038222988], [0.187100822707429, 51.47155286036265], [0.187315735292291, 51.47604533438786], [0.180121653721346, 51.47617933773004], [0.180335916204675, 51.480671829075895], [0.187530703524099, 51.480537804305385], [0.194725435177529, 51.480403338411435], [0.19450976121626, 51.47591088999263], [0.201703731310976, 51.47577600455236], [0.20889764539417, 51.47564067807502], [0.208680616225031, 51.471148268744535], [0.201487407650817, 51.47128357358661], [0.201271139983018, 51.46679113850482], [0.194078580762321, 51.466925980819504], [0.193863074231519, 51.46243352006534], [0.201054928288453, 51.46229869930713], [0.208246726391237, 51.462163437722964], [0.208029865688219, 51.45767101603208], [0.207813061102227, 51.45317859022128], [0.207596312614102, 51.448686160290634], [0.200406628853066, 51.44882135701964], [0.19321688919517, 51.44895611313368]]], ""type"": ""Polygon""}",SE-0059,2026-12-21,2027-02-25,South East,LPN,Planned,333,Not yet started,,
"51.419765235141156, 0.014357107702266106","{""coordinates"": [[[-0.009485577609944, 51.42109891665146], [-0.009290329097594, 51.42559199240262], [-0.002103325148988, 51.42546969401946], [0.005083628103085, 51.42534695522954], [0.00528033518314, 51.42983998780941], [0.01246794155739, 51.42971678892826], [0.012270530476869, 51.425223776040134], [0.01945738179062, 51.42510015645855], [0.019259317968807, 51.420607159318415], [0.026445414256967, 51.420483119180396], [0.026644181862597, 51.424976096492074], [0.033830930511068, 51.42485159614809], [0.041017627554311, 51.424726655433936], [0.040817452433742, 51.420233717989994], [0.040617329082418, 51.415740776520416], [0.033432039354856, 51.415865677300445], [0.033232671140543, 51.41137271184409], [0.026048033245968, 51.41149715250352], [0.026246698057269, 51.41599013785085], [0.019061305371256, 51.416114158164284], [0.011875861478424, 51.416237738233384], [0.011678603525668, 51.41174471331485], [0.004493812063041, 51.41186783345209], [-0.002691030225823, 51.411990513400646], [-0.002495179201226, 51.416483577609355], [-0.009680775624788, 51.41660583690165], [-0.009485577609944, 51.42109891665146]]], ""type"": ""Polygon""}",SE-0061,2026-02-09,2026-04-14,South East,LPN,In Progress,16,In progress and on target,,
"51.48569532039197, -0.0630879092174896","{""coordinates"": [[[-0.07151529212945, 51.48508472821034], [-0.071325693245243, 51.48957792121028], [-0.07113604524822, 51.49407111024458], [-0.06393801126239, 51.49395249168143], [-0.064128365999708, 51.489459321617325], [-0.056931088049726, 51.48934028056762], [-0.057122100032263, 51.484847125571115], [-0.049925578084355, 51.48472766217922], [-0.05011724694679, 51.48023452231343], [-0.057313062553495, 51.48035396660162], [-0.064508927604631, 51.480472969581115], [-0.071704841917627, 51.48059153124483], [-0.07151529212945, 51.48508472821034]]], ""type"": ""Polygon""}",SW-0050,2027-01-04,2027-03-08,South West,LPN,Planned,344,Not yet started,,
"51.544629952175846, -0.1677895399347967","{""coordinates"": [[[-0.177139789143344, 51.545225258886795], [-0.176960186536185, 51.549718677069635], [-0.169752936689798, 51.54960646702498], [-0.162545733605158, 51.54949381450259], [-0.162726754565076, 51.54500043229927], [-0.155520307578106, 51.54488735540162], [-0.1557019905775, 51.54039398737163], [-0.162907728595727, 51.54050704617698], [-0.170113513527182, 51.54061966265268], [-0.177319345188368, 51.54073183679203], [-0.177139789143344, 51.545225258886795]]], ""type"": ""Polygon""}",NW-0056,2027-01-11,2027-03-16,North West,LPN,Planned,352,Not yet started,,
"51.44138697786712, 0.052553298541055844","{""coordinates"": [[[0.034429654328423, 51.438330444255826], [0.034629332226831, 51.44282338558113], [0.034829061800941, 51.44731632288439], [0.042019280314476, 51.44719128226672], [0.049209446952608, 51.44706580093473], [0.049410637882114, 51.45155869416066], [0.056601457267216, 51.45143275198868], [0.063792224395052, 51.451306369046954], [0.063589623874613, 51.44681351615762], [0.070779633794478, 51.44668671272742], [0.077969591110929, 51.44655946861283], [0.077765633856535, 51.44206665229569], [0.07057638110878, 51.4421938760701], [0.063387075775568, 51.442320659230425], [0.063184580080023, 51.43782779826548], [0.055995926765891, 51.43795412060866], [0.055794187696695, 51.43346123541438], [0.055592500813422, 51.428968346186416], [0.0484052036308, 51.42909418773209], [0.041217854461793, 51.42921958885217], [0.041418133173862, 51.43371251824466], [0.041618463708203, 51.43820544361126], [0.034429654328423, 51.438330444255826]]], ""type"": ""Polygon""}",SE-0063,2027-01-25,2027-03-31,South East,LPN,Planned,367,Not yet started,,
"51.44547139499981, -0.1715210393531983","{""coordinates"": [[[-0.174246744483247, 51.43727028674455], [-0.181436319647121, 51.43738204898216], [-0.181257830146272, 51.44187556104387], [-0.181079294448072, 51.4463690691943], [-0.188270325599149, 51.44648042631439], [-0.188092448863892, 51.4509739483603], [-0.180900712536742, 51.45086257343336], [-0.173709022438538, 51.450750757574454], [-0.173529688955747, 51.455244240021415], [-0.166337339942057, 51.45513196528602], [-0.159145037537741, 51.45501924956151], [-0.159325781657996, 51.45052580308732], [-0.15950647900258, 51.446032352691226], [-0.159687129587463, 51.441538898373274], [-0.166877316606132, 51.44165156004359], [-0.167057215683056, 51.43715808379279], [-0.167237068214261, 51.43266460362368], [-0.174425892416396, 51.432776788638286], [-0.174246744483247, 51.43727028674455]]], ""type"": ""Polygon""}",SW-0058,2027-01-25,2027-03-31,South West,LPN,Planned,367,Not yet started,,
"51.46455537921833, -0.23434352096949296","{""coordinates"": [[[-0.245455702495477, 51.45634273152326], [-0.245283378537902, 51.46083638572788], [-0.252476933900438, 51.46094382632929], [-0.252305271186669, 51.465437493836504], [-0.2451110099616, 51.465330036051945], [-0.237916793370536, 51.46522213706554], [-0.237743674130461, 51.46971576625202], [-0.244938596751321, 51.46982368249542], [-0.244766138891811, 51.474317325058266], [-0.237570510058581, 51.47420939155452], [-0.230374926072509, 51.47410101671437], [-0.230548796341435, 51.46960740874273], [-0.223353963566811, 51.46949860997396], [-0.223528494820463, 51.4650050155129], [-0.216334413226456, 51.464895792959545], [-0.216509605099787, 51.460402212072744], [-0.223702980892628, 51.460511417161094], [-0.223877421798739, 51.45601781491855], [-0.231070137123495, 51.45612656150368], [-0.230896401851552, 51.46062018113737], [-0.238089867794124, 51.4607285039951], [-0.238262897416535, 51.45623486704071], [-0.245455702495477, 51.45634273152326]]], ""type"": ""Polygon""}",SW-0060,2027-02-01,2027-04-06,South West,LPN,Planned,373,Not yet started,,
"51.42635317618908, -0.14711147152294068","{""coordinates"": [[[-0.13902996733391, 51.41873121051574], [-0.146216491813853, 51.418845103404344], [-0.14603466676326, 51.42333854112625], [-0.153221942275302, 51.42345201174641], [-0.160409264649189, 51.423565041883464], [-0.16022880094353, 51.42805851188857], [-0.15304077436734, 51.427945463680686], [-0.152859559581567, 51.4324389116897], [-0.145670875514996, 51.432325404783704], [-0.138482238524251, 51.43221145726065], [-0.138664862030407, 51.42771804561138], [-0.13884743829492, 51.42322463002972], [-0.13902996733391, 51.41873121051574]]], ""type"": ""Polygon""}",SW-0061,2027-02-08,2027-04-14,South West,LPN,Planned,381,Not yet started,,
"51.42572914784643, -0.2528379168105931","{""coordinates"": [[[-0.268734032727493, 51.41172641037656], [-0.268564265742153, 51.41622015461393], [-0.275750904813154, 51.41632610224811], [-0.275581797992631, 51.42081985955367], [-0.282769184903766, 51.42092538360342], [-0.282600738611843, 51.42541915391341], [-0.275412647417928, 51.425313612992106], [-0.275243453074108, 51.42980736256342], [-0.275074214946229, 51.434301108267576], [-0.267884758439767, 51.43419509285912], [-0.26069534591445, 51.43408863672282], [-0.260524654374635, 51.43858234458577], [-0.253334581228689, 51.43847543063531], [-0.253505977552375, 51.43398173986501], [-0.246316653535634, 51.433874402292], [-0.239127374046308, 51.433766624010126], [-0.238954568200373, 51.43826028038403], [-0.238781717629706, 51.44275393287404], [-0.231591073191234, 51.44264567927878], [-0.224400473674991, 51.44253698484672], [-0.224574734071093, 51.43804336704143], [-0.224748949378208, 51.43354974534549], [-0.224923119611727, 51.42905611975894], [-0.232111604959133, 51.4291647620685], [-0.23930013518278, 51.42927296375241], [-0.239472851625049, 51.42477929961086], [-0.23228502577558, 51.42467111522399], [-0.232458401731131, 51.42017746449226], [-0.239645523388367, 51.42028563158549], [-0.239818150487982, 51.41579195967631], [-0.247004612783363, 51.415899669058234], [-0.247176491390754, 51.41140597604869], [-0.254362294293873, 51.41151322785689], [-0.254533424772642, 51.40701951382403], [-0.261718568253225, 51.40712630819613], [-0.261548141466712, 51.41162003930162], [-0.268734032727493, 51.41172641037656]]], ""type"": ""Polygon""}",SW-0064,2027-02-15,2027-04-21,South West,LPN,Planned,388,Not yet started,,
"51.51484165333892, -0.09203483544062656","{""coordinates"": [[[-0.120599428724315, 51.51735561698891], [-0.120414441030323, 51.52184891319903], [-0.113211821994794, 51.521733274587156], [-0.106009251090832, 51.521617193975814], [-0.098806728501624, 51.52150067137193], [-0.098619568495941, 51.52599390792424], [-0.091416386316671, 51.52587692462098], [-0.091604254410353, 51.52138370678243], [-0.084401829000189, 51.521266300214215], [-0.084213252835171, 51.52575949926842], [-0.077010168234671, 51.52564163187355], [-0.077199452454299, 51.52114845167431], [-0.069997124955838, 51.52103016116972], [-0.070187067982739, 51.51653699593013], [-0.070376961795934, 51.51204382672464], [-0.070566806412256, 51.50755065355329], [-0.077767010895894, 51.50766888730335], [-0.077956099026571, 51.50317569125542], [-0.085155645184964, 51.50329346441234], [-0.092355240140807, 51.50341079587985], [-0.09216756667154, 51.507904029537656], [-0.099367917597601, 51.50802093800793], [-0.106568316971843, 51.508137404704335], [-0.113768764611272, 51.50825342961998], [-0.113583165176543, 51.512746715219535], [-0.113397517643203, 51.51723999687528], [-0.120599428724315, 51.51735561698891]]], ""type"": ""Polygon""}",CE-0015,2027-02-22,2027-05-13,Central,LPN,Planned,410,Not yet started,,
"51.599220130401335, 0.04762920471818037","{""coordinates"": [[[0.034235616755516, 51.595706256460836], [0.034436402958003, 51.60019907702538], [0.034637241274614, 51.604691893569445], [0.041852290248795, 51.60456659407635], [0.049067286906726, 51.604440851390905], [0.056282231064195, 51.604314665520576], [0.063497122537002, 51.60418803647289], [0.063293439993457, 51.59969530057451], [0.063089810300611, 51.59520256063981], [0.055876340703072, 51.59532914915618], [0.048662818456991, 51.5954552946368], [0.041449243746444, 51.5955809970742], [0.041247798924762, 51.5910881925366], [0.034034882649288, 51.59121343187594], [0.034235616755516, 51.595706256460836]]], ""type"": ""Polygon""}",NE-0008,2025-08-04,2025-10-08,North East,LPN,Complete,-172,Complete,2025-10-29T00:00:00+00:00,-151
"51.58734009114497, -0.002227610848021936","{""coordinates"": [[[-0.009440120675533, 51.587462617538485], [-0.009243702208915, 51.5919555649174], [-0.002030476223613, 51.59183298361342], [0.005182698603535, 51.59170995928514], [0.004984858879283, 51.58721705121426], [0.004787070479628, 51.58272413913875], [-0.002424683291432, 51.582847124092055], [-0.009636488185581, 51.58296966616261], [-0.009440120675533, 51.587462617538485]]], ""type"": ""Polygon""}",NE-0009,2025-08-18,2025-10-22,North East,LPN,Complete,-158,Complete,2025-12-15T00:00:00+00:00,-104
"51.61306380007625, 0.11862088133303993","{""coordinates"": [[[0.107201413299327, 51.61240416931593], [0.107409523615159, 51.61689676993944], [0.107617687960368, 51.62138936650217], [0.11483505093149, 51.62125955233171], [0.12205235967028, 51.62112929476165], [0.122262001690354, 51.62562184562521], [0.129479967797929, 51.625491123737866], [0.129269613992362, 51.62099859379979], [0.12905931478784, 51.61650605978855], [0.128849070165638, 51.612013521704256], [0.12863888010703, 51.60752097954693], [0.128428744593308, 51.60302843331671], [0.121214335570152, 51.60315905061783], [0.113999872204899, 51.60328922481045], [0.106785354681675, 51.60341895588684], [0.10699335699434, 51.607911564631685], [0.107201413299327, 51.61240416931593]]], ""type"": ""Polygon""}",NE-0010,2025-08-18,2025-10-22,North East,LPN,Complete,-158,Complete,2025-12-16T00:00:00+00:00,-103
"51.59651213841475, 0.09301143758558403","{""coordinates"": [[[0.077721642143363, 51.599440753725034], [0.084935663481926, 51.59931281567078], [0.085141479005551, 51.60380549034132], [0.092356157897855, 51.603677088659964], [0.099570783184614, 51.60354824383924], [0.106785354681675, 51.60341895588684], [0.106577406342819, 51.59892634308142], [0.106369511959266, 51.59443372621555], [0.106161671512519, 51.58994110528928], [0.09894923222325, 51.59007033117633], [0.091736739199585, 51.59019911414405], [0.084524192625488, 51.59032745418481], [0.077311592684927, 51.590455351290956], [0.0775165908138, 51.5949480545301], [0.077721642143363, 51.599440753725034]]], ""type"": ""Polygon""}",NE-0011,2025-08-22,2025-10-28,North East,LPN,Complete,-152,Complete,2026-01-20T00:00:00+00:00,-68
"51.57865960751906, -0.020649576214858235","{""coordinates"": [[[-0.03146639342459, 51.57884162122424], [-0.031272207766978, 51.58333463500514], [-0.02406025060732, 51.58321342162641], [-0.016848344018864, 51.58309176534317], [-0.009636488185581, 51.58296966616261], [-0.009832804756523, 51.57847671078988], [-0.010029070405818, 51.5739837514203], [-0.01723950584886, 51.57410581152438], [-0.024449992012295, 51.57422742887268], [-0.031660528712278, 51.574348603458], [-0.03146639342459, 51.57884162122424]]], ""type"": ""Polygon""}",NE-0013,2025-09-01,2025-11-03,North East,LPN,Complete,-146,Complete,2026-01-23T00:00:00+00:00,-65
"51.559803380349265, 0.11836397906190788","{""coordinates"": [[[0.104500887446848, 51.5539999917147], [0.104708297063979, 51.558492645121206], [0.104915760470257, 51.562985294467985], [0.105123277684108, 51.56747793975492], [0.112332113145914, 51.56734837467103], [0.119540894598049, 51.567218367036915], [0.126749621856893, 51.5670879168603], [0.133958294738832, 51.56695702414898], [0.133747939913503, 51.56246446220916], [0.133537639629967, 51.55797189619316], [0.133327393869548, 51.553479326101055], [0.126120848562034, 51.553610155996275], [0.118914248933462, 51.553740543568814], [0.111707595167255, 51.55387048881085], [0.111499530440686, 51.5493778520632], [0.104293531600443, 51.54950733424851], [0.104500887446848, 51.5539999917147]]], ""type"": ""Polygon""}",NE-0014,2025-09-01,2025-11-03,North East,LPN,Complete,-146,Complete,2026-01-20T00:00:00+00:00,-68
"51.563851255523325, 0.0003497055688344459","{""coordinates"": [[[-0.003606078101778, 51.55588944951207], [-0.003409306613889, 51.560382405276705], [-0.010617561998256, 51.56050484933113], [-0.010421449009247, 51.564997820690856], [-0.010225285150912, 51.56949078805394], [-0.003015610513993, 51.569368304804605], [0.004194013052371, 51.5692453788848], [0.011403585364423, 51.569122010301854], [0.011205292404252, 51.564629101949116], [0.011007050864492, 51.560136189588114], [0.003798897734904, 51.560259518693265], [0.003601416913709, 51.55576658259101], [-0.003606078101778, 51.55588944951207]]], ""type"": ""Polygon""}",NE-0015,2025-09-15,2025-11-17,North East,LPN,Complete,-132,Complete,2026-02-10T00:00:00+00:00,-47
"51.57345341864329, 0.04695194763450985","{""coordinates"": [[[0.033232466829905, 51.57324209333363], [0.033432992729606, 51.57773493399948], [0.03363357065418, 51.58222777064518], [0.040845066050769, 51.582102571388646], [0.048056509220719, 51.58197692929373], [0.055267899980131, 51.58185084436791], [0.062479238145119, 51.58172431661868], [0.062275819673964, 51.577231560539545], [0.062072453962996, 51.57273880042442], [0.06186914099414, 51.56824603627344], [0.054659932606791, 51.5683725032913], [0.054457381920394, 51.563879714868655], [0.047248830569073, 51.564005719110185], [0.040040226879003, 51.56413128080373], [0.032831571033829, 51.56425639994183], [0.033031992937252, 51.56874924864774], [0.033232466829905, 51.57324209333363]]], ""type"": ""Polygon""}",NE-0016,2025-09-15,2025-11-17,North East,LPN,Complete,-132,Complete,2026-02-11T00:00:00+00:00,-46
"51.56785002923489, -0.046370786646157014","{""coordinates"": [[[-0.06069442214753, 51.570335775417306], [-0.060503177200504, 51.5748288740253], [-0.053292440192942, 51.57470947056388], [-0.046081752986467, 51.574589624310775], [-0.038871115764956, 51.57446933527309], [-0.031660528712278, 51.574348603458], [-0.031854613647301, 51.56985558170643], [-0.032048648246911, 51.56536255596959], [-0.032242632528352, 51.56086952624756], [-0.039451090218527, 51.560990200113295], [-0.046659598025993, 51.56111043141385], [-0.053868155767069, 51.56123022014206], [-0.061076763258064, 51.5613495662908], [-0.060885617494387, 51.5658426728391], [-0.06069442214753, 51.570335775417306]]], ""type"": ""Polygon""}",NE-0019,2025-10-06,2025-12-05,North East,LPN,Complete,-114,Complete,2026-02-16T00:00:00+00:00,-41
"51.63589042586072, 0.05048455036901312","{""coordinates"": [[[0.036245826062891, 51.640634281177704], [0.036447134212052, 51.645127061534716], [0.043668591236995, 51.64500158136749], [0.050889995783858, 51.64487565736985], [0.058111347667863, 51.64474928954931], [0.065332646704242, 51.644622477913416], [0.065128487687637, 51.64012977834489], [0.064924381685187, 51.63563707473939], [0.064720328678697, 51.63114436709707], [0.064516328649979, 51.626651655417945], [0.057297879264511, 51.62677838586363], [0.05007937710393, 51.62690467277767], [0.042860822352752, 51.62703051615251], [0.035642215195504, 51.62715591598062], [0.035843366572555, 51.6316487084006], [0.036044570189039, 51.63614149679963], [0.036245826062891, 51.640634281177704]]], ""type"": ""Polygon""}",NE-0024,2025-10-21,2025-12-19,North East,LPN,Complete,-100,Complete,2026-02-20T00:00:00+00:00,-37
"51.570818818185465, -0.0901360867787577","{""coordinates"": [[[-0.096932943297393, 51.56643285908434], [-0.10414255518604, 51.56654956828404], [-0.103955619226838, 51.57104278400182], [-0.103768634770565, 51.575535995771624], [-0.1035816018006, 51.580029203593405], [-0.096369859540736, 51.57991243834357], [-0.096557602818352, 51.57541924920884], [-0.089346619563795, 51.575302059812074], [-0.089158165995222, 51.579795230188985], [-0.081946521348047, 51.579677579136614], [-0.082135685190818, 51.57518442758831], [-0.07492479988334, 51.57506635254458], [-0.075114624734114, 51.57057321593292], [-0.075304400352386, 51.56608007535853], [-0.082513865696771, 51.56619811261459], [-0.082702882393567, 51.56170494918924], [-0.089911687047197, 51.56182252494933], [-0.097120540532183, 51.56193965809465], [-0.096932943297393, 51.56643285908434]]], ""type"": ""Polygon""}",NE-0025,2025-10-27,2025-12-29,North East,LPN,Complete,-90,Complete,,
"51.50286051429918, -0.1420887496620281","{""coordinates"": [[[-0.135920540019971, 51.49511880743309], [-0.143119057076426, 51.49523301034066], [-0.142936430094289, 51.49972638126889], [-0.150135701556757, 51.49984016077113], [-0.149953734544305, 51.504333545971555], [-0.149771720380947, 51.50882692724617], [-0.142571034160741, 51.5087131113373], [-0.135370395290645, 51.50859885361342], [-0.135553824378523, 51.50410550881957], [-0.135737205949548, 51.49961216009279], [-0.135920540019971, 51.49511880743309]]], ""type"": ""Polygon""}",CE-0001,2025-11-03,2026-01-06,Central,LPN,Complete,-82,Complete,,
